18.0 34.0 
2.0 101.0 
13.0 101.0 
18.0 34.0 
18.0 34.0 
6.0 13.0 
4.0 101.0 
5.0 101.0 
17.0 101.0 
7.0 9.0 
2.0 101.0 
19.0 13.0 
18.0 34.0 
13.0 101.0 
1.0 4.0 
5.0 101.0 
1.0 4.0 
10.0 101.0 
22.0 101.0 
18.0 34.0 
12.0 101.0 
2.0 101.0 
11.0 13.0 
13.0 101.0 
19.0 13.0 
21.0 13.0 
9.0 13.0 
0.0 101.0 
19.0 13.0 
18.0 34.0 
1.0 4.0 
9.0 13.0 
9.0 13.0 
5.0 101.0 
16.0 34.0 
14.0 101.0 
5.0 101.0 
17.0 101.0 
22.0 101.0 
13.0 101.0 
14.0 101.0 
9.0 13.0 
9.0 13.0 
12.0 101.0 
16.0 34.0 
16.0 34.0 
11.0 13.0 
18.0 34.0 
13.0 101.0 
3.0 101.0 
6.0 13.0 
7.0 9.0 
5.0 101.0 
19.0 13.0 
17.0 101.0 
8.0 102.0 
3.0 101.0 
7.0 9.0 
5.0 101.0 
3.0 101.0 
7.0 9.0 
10.0 101.0 
11.0 13.0 
17.0 101.0 
1.0 4.0 
9.0 13.0 
17.0 101.0 
11.0 13.0 
3.0 101.0 
18.0 34.0 
1.0 4.0 
5.0 101.0 
3.0 101.0 
6.0 13.0 
19.0 13.0 
12.0 101.0 
9.0 13.0 
9.0 13.0 
5.0 101.0 
16.0 34.0 
20.0 102.0 
5.0 101.0 
12.0 101.0 
9.0 13.0 
16.0 34.0 
6.0 13.0 
18.0 34.0 
4.0 101.0 
12.0 101.0 
5.0 101.0 
11.0 13.0 
11.0 13.0 
20.0 102.0 
16.0 34.0 
21.0 13.0 
12.0 101.0 
10.0 101.0 
18.0 34.0 
12.0 101.0 
20.0 102.0 
9.0 13.0 
5.0 101.0 
7.0 9.0 
18.0 34.0 
17.0 101.0 
7.0 9.0 
18.0 34.0 
3.0 101.0 
9.0 13.0 
5.0 101.0 
7.0 9.0 
18.0 34.0 
7.0 9.0 
6.0 13.0 
0.0 101.0 
5.0 101.0 
11.0 13.0 
11.0 13.0 
13.0 101.0 
0.0 101.0 
6.0 13.0 
12.0 101.0 
15.0 7.0 
7.0 9.0 
21.0 13.0 
20.0 102.0 
16.0 34.0 
19.0 13.0 
22.0 101.0 
18.0 34.0 
19.0 13.0 
15.0 7.0 
4.0 101.0 
22.0 101.0 
6.0 13.0 
4.0 101.0 
18.0 34.0 
16.0 34.0 
1.0 4.0 
2.0 101.0 
10.0 101.0 
18.0 34.0 
16.0 34.0 
6.0 13.0 
11.0 13.0 
12.0 101.0 
12.0 101.0 
5.0 101.0 
14.0 101.0 
20.0 102.0 
5.0 101.0 
16.0 34.0 
18.0 34.0 
19.0 13.0 
16.0 34.0 
14.0 101.0 
11.0 13.0 
8.0 102.0 
17.0 101.0 
14.0 101.0 
0.0 101.0 
0.0 101.0 
6.0 13.0 
19.0 13.0 
18.0 34.0 
11.0 13.0 
22.0 101.0 
4.0 101.0 
11.0 13.0 
9.0 13.0 
1.0 4.0 
7.0 9.0 
20.0 102.0 
6.0 13.0 
7.0 9.0 
16.0 34.0 
9.0 13.0 
7.0 9.0 
4.0 101.0 
7.0 9.0 
9.0 13.0 
16.0 34.0 
16.0 34.0 
13.0 101.0 
4.0 101.0 
19.0 13.0 
22.0 101.0 
1.0 4.0 
18.0 34.0 
7.0 9.0 
8.0 102.0 
1.0 4.0 
20.0 102.0 
5.0 101.0 
16.0 34.0 
8.0 102.0 
0.0 101.0 
4.0 101.0 
20.0 102.0 
4.0 101.0 
20.0 102.0 
11.0 13.0 
13.0 101.0 
22.0 101.0 
18.0 34.0 
18.0 34.0 
6.0 13.0 
2.0 101.0 
5.0 101.0 
17.0 101.0 
7.0 9.0 
22.0 101.0 
17.0 101.0 
14.0 101.0 
16.0 34.0 
5.0 101.0 
11.0 13.0 
16.0 34.0 
13.0 101.0 
18.0 34.0 
12.0 101.0 
4.0 101.0 
16.0 34.0 
21.0 13.0 
12.0 101.0 
8.0 102.0 
20.0 102.0 
20.0 102.0 
8.0 102.0 
20.0 102.0 
0.0 101.0 
18.0 34.0 
11.0 13.0 
4.0 101.0 
16.0 34.0 
20.0 102.0 
16.0 34.0 
3.0 101.0 
5.0 101.0 
5.0 101.0 
9.0 13.0 
12.0 101.0 
0.0 101.0 
19.0 13.0 
3.0 101.0 
0.0 101.0 
17.0 101.0 
18.0 34.0 
22.0 101.0 
19.0 13.0 
2.0 101.0 
22.0 101.0 
7.0 9.0 
3.0 101.0 
4.0 101.0 
17.0 101.0 
19.0 13.0 
4.0 101.0 
19.0 13.0 
11.0 13.0 
4.0 101.0 
20.0 102.0 
8.0 102.0 
9.0 13.0 
22.0 101.0 
13.0 101.0 
9.0 13.0 
4.0 101.0 
6.0 13.0 
21.0 13.0 
21.0 13.0 
13.0 101.0 
4.0 101.0 
19.0 13.0 
16.0 34.0 
0.0 101.0 
9.0 13.0 
22.0 101.0 
18.0 34.0 
10.0 101.0 
16.0 34.0 
8.0 102.0 
10.0 101.0 
1.0 4.0 
18.0 34.0 
21.0 13.0 
4.0 101.0 
16.0 34.0 
7.0 9.0 
5.0 101.0 
19.0 13.0 
18.0 34.0 
6.0 13.0 
20.0 102.0 
22.0 101.0 
9.0 13.0 
6.0 13.0 
10.0 101.0 
11.0 13.0 
18.0 34.0 
18.0 34.0 
19.0 13.0 
5.0 101.0 
2.0 101.0 
2.0 101.0 
5.0 101.0 
20.0 102.0 
13.0 101.0 
16.0 34.0 
20.0 102.0 
18.0 34.0 
0.0 101.0 
1.0 4.0 
19.0 13.0 
20.0 102.0 
7.0 9.0 
9.0 13.0 
2.0 101.0 
18.0 34.0 
22.0 101.0 
19.0 13.0 
19.0 13.0 
17.0 101.0 
1.0 4.0 
13.0 101.0 
0.0 101.0 
10.0 101.0 
22.0 101.0 
22.0 101.0 
19.0 13.0 
13.0 101.0 
6.0 13.0 
0.0 101.0 
18.0 34.0 
19.0 13.0 
12.0 101.0 
9.0 13.0 
17.0 101.0 
16.0 34.0 
18.0 34.0 
6.0 13.0 
2.0 101.0 
18.0 34.0 
16.0 34.0 
16.0 34.0 
5.0 101.0 
18.0 34.0 
11.0 13.0 
21.0 13.0 
6.0 13.0 
18.0 34.0 
7.0 9.0 
8.0 102.0 
19.0 13.0 
13.0 101.0 
16.0 34.0 
20.0 102.0 
3.0 101.0 
19.0 13.0 
11.0 13.0 
7.0 9.0 
6.0 13.0 
2.0 101.0 
8.0 102.0 
19.0 13.0 
10.0 101.0 
7.0 9.0 
14.0 101.0 
9.0 13.0 
7.0 9.0 
5.0 101.0 
13.0 101.0 
18.0 34.0 
6.0 13.0 
1.0 4.0 
20.0 102.0 
10.0 101.0 
1.0 4.0 
0.0 101.0 
6.0 13.0 
6.0 13.0 
7.0 9.0 
18.0 34.0 
9.0 13.0 
22.0 101.0 
18.0 34.0 
11.0 13.0 
1.0 4.0 
9.0 13.0 
20.0 102.0 
18.0 34.0 
22.0 101.0 
4.0 101.0 
20.0 102.0 
12.0 101.0 
17.0 101.0 
14.0 101.0 
1.0 4.0 
17.0 101.0 
5.0 101.0 
11.0 13.0 
17.0 101.0 
1.0 4.0 
7.0 9.0 
2.0 101.0 
16.0 34.0 
7.0 9.0 
19.0 13.0 
8.0 102.0 
18.0 34.0 
17.0 101.0 
11.0 13.0 
19.0 13.0 
7.0 9.0 
22.0 101.0 
19.0 13.0 
19.0 13.0 
6.0 13.0 
5.0 101.0 
18.0 34.0 
4.0 101.0 
16.0 34.0 
19.0 13.0 
18.0 34.0 
9.0 13.0 
4.0 101.0 
19.0 13.0 
13.0 101.0 
8.0 102.0 
16.0 34.0 
16.0 34.0 
16.0 34.0 
8.0 102.0 
6.0 13.0 
8.0 102.0 
4.0 101.0 
9.0 13.0 
7.0 9.0 
9.0 13.0 
6.0 13.0 
12.0 101.0 
16.0 34.0 
11.0 13.0 
17.0 101.0 
14.0 101.0 
1.0 4.0 
4.0 101.0 
9.0 13.0 
14.0 101.0 
22.0 101.0 
9.0 13.0 
13.0 101.0 
9.0 13.0 
18.0 34.0 
17.0 101.0 
4.0 101.0 
18.0 34.0 
18.0 34.0 
20.0 102.0 
6.0 13.0 
16.0 34.0 
19.0 13.0 
2.0 101.0 
10.0 101.0 
4.0 101.0 
11.0 13.0 
7.0 9.0 
16.0 34.0 
10.0 101.0 
7.0 9.0 
3.0 101.0 
18.0 34.0 
20.0 102.0 
6.0 13.0 
19.0 13.0 
12.0 101.0 
19.0 13.0 
19.0 13.0 
0.0 101.0 
13.0 101.0 
7.0 9.0 
4.0 101.0 
9.0 13.0 
11.0 13.0 
12.0 101.0 
5.0 101.0 
19.0 13.0 
14.0 101.0 
9.0 13.0 
7.0 9.0 
16.0 34.0 
2.0 101.0 
6.0 13.0 
19.0 13.0 
19.0 13.0 
13.0 101.0 
5.0 101.0 
5.0 101.0 
10.0 101.0 
19.0 13.0 
12.0 101.0 
19.0 13.0 
20.0 102.0 
22.0 101.0 
19.0 13.0 
18.0 34.0 
17.0 101.0 
0.0 101.0 
20.0 102.0 
21.0 13.0 
4.0 101.0 
11.0 13.0 
9.0 13.0 
7.0 9.0 
12.0 101.0 
16.0 34.0 
10.0 101.0 
19.0 13.0 
17.0 101.0 
22.0 101.0 
11.0 13.0 
9.0 13.0 
20.0 102.0 
19.0 13.0 
6.0 13.0 
4.0 101.0 
9.0 13.0 
10.0 101.0 
6.0 13.0 
18.0 34.0 
7.0 9.0 
6.0 13.0 
6.0 13.0 
4.0 101.0 
20.0 102.0 
4.0 101.0 
3.0 101.0 
3.0 101.0 
20.0 102.0 
19.0 13.0 
9.0 13.0 
5.0 101.0 
13.0 101.0 
7.0 9.0 
19.0 13.0 
22.0 101.0 
11.0 13.0 
13.0 101.0 
21.0 13.0 
14.0 101.0 
7.0 9.0 
3.0 101.0 
1.0 4.0 
19.0 13.0 
0.0 101.0 
21.0 13.0 
16.0 34.0 
16.0 34.0 
6.0 13.0 
2.0 101.0 
7.0 9.0 
5.0 101.0 
19.0 13.0 
6.0 13.0 
16.0 34.0 
20.0 102.0 
9.0 13.0 
1.0 4.0 
9.0 13.0 
15.0 7.0 
15.0 7.0 
7.0 9.0 
5.0 101.0 
19.0 13.0 
9.0 13.0 
10.0 101.0 
11.0 13.0 
8.0 102.0 
11.0 13.0 
16.0 34.0 
18.0 34.0 
8.0 102.0 
9.0 13.0 
9.0 13.0 
10.0 101.0 
7.0 9.0 
18.0 34.0 
6.0 13.0 
13.0 101.0 
18.0 34.0 
20.0 102.0 
12.0 101.0 
7.0 9.0 
5.0 101.0 
10.0 101.0 
14.0 101.0 
3.0 101.0 
7.0 9.0 
4.0 101.0 
7.0 9.0 
2.0 101.0 
18.0 34.0 
0.0 101.0 
19.0 13.0 
11.0 13.0 
4.0 101.0 
2.0 101.0 
6.0 13.0 
1.0 4.0 
14.0 101.0 
7.0 9.0 
2.0 101.0 
20.0 102.0 
6.0 13.0 
10.0 101.0 
7.0 9.0 
20.0 102.0 
9.0 13.0 
10.0 101.0 
6.0 13.0 
19.0 13.0 
21.0 13.0 
13.0 101.0 
6.0 13.0 
12.0 101.0 
5.0 101.0 
3.0 101.0 
16.0 34.0 
13.0 101.0 
5.0 101.0 
22.0 101.0 
4.0 101.0 
22.0 101.0 
2.0 101.0 
18.0 34.0 
4.0 101.0 
20.0 102.0 
7.0 9.0 
22.0 101.0 
1.0 4.0 
18.0 34.0 
4.0 101.0 
11.0 13.0 
7.0 9.0 
0.0 101.0 
18.0 34.0 
4.0 101.0 
9.0 13.0 
10.0 101.0 
2.0 101.0 
6.0 13.0 
22.0 101.0 
14.0 101.0 
7.0 9.0 
5.0 101.0 
8.0 102.0 
20.0 102.0 
10.0 101.0 
12.0 101.0 
16.0 34.0 
5.0 101.0 
11.0 13.0 
11.0 13.0 
9.0 13.0 
10.0 101.0 
18.0 34.0 
5.0 101.0 
12.0 101.0 
19.0 13.0 
10.0 101.0 
4.0 101.0 
18.0 34.0 
13.0 101.0 
6.0 13.0 
4.0 101.0 
5.0 101.0 
7.0 9.0 
9.0 13.0 
11.0 13.0 
0.0 101.0 
9.0 13.0 
19.0 13.0 
20.0 102.0 
19.0 13.0 
5.0 101.0 
18.0 34.0 
5.0 101.0 
10.0 101.0 
17.0 101.0 
10.0 101.0 
10.0 101.0 
19.0 13.0 
14.0 101.0 
13.0 101.0 
2.0 101.0 
4.0 101.0 
20.0 102.0 
3.0 101.0 
12.0 101.0 
6.0 13.0 
17.0 101.0 
11.0 13.0 
5.0 101.0 
7.0 9.0 
1.0 4.0 
19.0 13.0 
22.0 101.0 
12.0 101.0 
13.0 101.0 
16.0 34.0 
21.0 13.0 
22.0 101.0 
10.0 101.0 
16.0 34.0 
2.0 101.0 
11.0 13.0 
20.0 102.0 
3.0 101.0 
13.0 101.0 
14.0 101.0 
0.0 101.0 
5.0 101.0 
11.0 13.0 
19.0 13.0 
13.0 101.0 
9.0 13.0 
11.0 13.0 
3.0 101.0 
18.0 34.0 
21.0 13.0 
18.0 34.0 
2.0 101.0 
17.0 101.0 
10.0 101.0 
18.0 34.0 
19.0 13.0 
9.0 13.0 
5.0 101.0 
5.0 101.0 
2.0 101.0 
7.0 9.0 
21.0 13.0 
7.0 9.0 
22.0 101.0 
4.0 101.0 
6.0 13.0 
1.0 4.0 
4.0 101.0 
2.0 101.0 
17.0 101.0 
3.0 101.0 
6.0 13.0 
2.0 101.0 
7.0 9.0 
12.0 101.0 
20.0 102.0 
9.0 13.0 
12.0 101.0 
14.0 101.0 
22.0 101.0 
9.0 13.0 
15.0 7.0 
4.0 101.0 
19.0 13.0 
1.0 4.0 
16.0 34.0 
19.0 13.0 
5.0 101.0 
4.0 101.0 
4.0 101.0 
4.0 101.0 
22.0 101.0 
7.0 9.0 
11.0 13.0 
18.0 34.0 
17.0 101.0 
6.0 13.0 
5.0 101.0 
10.0 101.0 
9.0 13.0 
22.0 101.0 
7.0 9.0 
14.0 101.0 
16.0 34.0 
19.0 13.0 
2.0 101.0 
13.0 101.0 
19.0 13.0 
22.0 101.0 
4.0 101.0 
11.0 13.0 
19.0 13.0 
17.0 101.0 
5.0 101.0 
19.0 13.0 
21.0 13.0 
18.0 34.0 
7.0 9.0 
7.0 9.0 
11.0 13.0 
5.0 101.0 
2.0 101.0 
3.0 101.0 
20.0 102.0 
19.0 13.0 
2.0 101.0 
13.0 101.0 
8.0 102.0 
18.0 34.0 
4.0 101.0 
5.0 101.0 
18.0 34.0 
9.0 13.0 
7.0 9.0 
4.0 101.0 
11.0 13.0 
3.0 101.0 
22.0 101.0 
4.0 101.0 
12.0 101.0 
19.0 13.0 
7.0 9.0 
6.0 13.0 
17.0 101.0 
12.0 101.0 
1.0 4.0 
7.0 9.0 
19.0 13.0 
9.0 13.0 
19.0 13.0 
1.0 4.0 
18.0 34.0 
7.0 9.0 
10.0 101.0 
17.0 101.0 
3.0 101.0 
21.0 13.0 
5.0 101.0 
10.0 101.0 
6.0 13.0 
10.0 101.0 
20.0 102.0 
2.0 101.0 
1.0 4.0 
14.0 101.0 
4.0 101.0 
20.0 102.0 
19.0 13.0 
21.0 13.0 
18.0 34.0 
10.0 101.0 
9.0 13.0 
7.0 9.0 
8.0 102.0 
16.0 34.0 
19.0 13.0 
18.0 34.0 
1.0 4.0 
18.0 34.0 
12.0 101.0 
6.0 13.0 
7.0 9.0 
2.0 101.0 
21.0 13.0 
6.0 13.0 
18.0 34.0 
4.0 101.0 
18.0 34.0 
2.0 101.0 
2.0 101.0 
13.0 101.0 
